"BehaviorSpace results (NetLogo 6.0.4)"
"ibc/ibc_com_corrected_all_review.nlogo"
"experiment_patches_allsmall"
"05/12/2022 20:41:26:885 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","100","0","100"
"[run number]","perc_small","size_small","bold_prob","[step]","ticks","spec_num","count turtles with [species = 0]","count turtles with [species = 1]","count turtles with [species = 2]","count turtles with [species = 3]","count turtles with [species = 4]","count turtles with [species = 5]","count turtles with [species = 6]","count turtles with [species = 7]","count turtles with [species = 8]","count turtles with [species = 9]","mean [mass] of turtles","sum [mass] of turtles","mean [hrsize] of turtles","mean [forage_small] of turtles with [species = 0]","mean [forage_small] of turtles with [species = 1]","mean [forage_small] of turtles with [species = 2]","mean [forage_small] of turtles with [species = 3]","mean [forage_small] of turtles with [species = 4]","mean [forage_small] of turtles with [species = 5]","mean [forage_small] of turtles with [species = 6]","mean [forage_small] of turtles with [species = 7]","mean [forage_small] of turtles with [species = 8]","mean [forage_small] of turtles with [species = 9]","count turtles with [core = 1 and species = 0]","count turtles with [core = 1 and species = 1]","count turtles with [core = 1 and species = 2]","count turtles with [core = 1 and species = 3]","count turtles with [core = 1 and species = 4]","count turtles with [core = 1 and species = 5]","count turtles with [core = 1 and species = 6]","count turtles with [core = 1 and species = 7]","count turtles with [core = 1 and species = 8]","count turtles with [core = 1 and species = 9]","count turtles with [core = 2 and species = 0]","count turtles with [core = 2 and species = 1]","count turtles with [core = 2 and species = 2]","count turtles with [core = 2 and species = 3]","count turtles with [core = 2 and species = 4]","count turtles with [core = 2 and species = 5]","count turtles with [core = 2 and species = 6]","count turtles with [core = 2 and species = 7]","count turtles with [core = 2 and species = 8]","count turtles with [core = 2 and species = 9]","count turtles with [ss-use and species = 0]","count turtles with [ss-use and species = 1]","count turtles with [ss-use and species = 2]","count turtles with [ss-use and species = 3]","count turtles with [ss-use and species = 4]","count turtles with [ss-use and species = 5]","count turtles with [ss-use and species = 6]","count turtles with [ss-use and species = 7]","count turtles with [ss-use and species = 8]","count turtles with [ss-use and species = 9]"
"630","0.5","1","0.05","1717","1717","4","558","66","0","11","3","0","0","0","0","0","0.011644368215774584","7.429106921664185","1.9823660912411158","0.03046594982078853","0.015151515151515152","<RuntimePrimitiveException>","0.2727272727272727","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","558","66","0","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"628","0.5","1","0.05","1987","1987","4","611","14","18","0","0","0","4","0","0","0","0.011161806654608981","7.221688905532011","1.9992087556686293","0.03600654664484452","0","0.05555555555555555","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","611","14","18","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"635","0.5","1","0.05","1603","1603","4","576","3","35","0","0","0","2","0","0","0","0.011338453737109766","6.984487502059616","2.0608804232778875","0.008680555555555556","0","0.11428571428571428","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","576","3","35","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"623","0.5","1","0.05","2722","2722","4","430","133","19","0","0","0","0","6","0","0","0.013634801069535048","8.017263028886608","2.234023352491114","0.023255813953488372","0.045112781954887216","0.21052631578947367","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2","<RuntimePrimitiveException>","<RuntimePrimitiveException>","430","133","19","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"632","0.5","1","0.05","2150","2150","4","526","84","17","0","3","0","0","0","0","0","0.01208610702957571","7.614247428632697","2.087948446999781","0.015209125475285171","0.047619047619047616","0.17647058823529413","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","526","84","17","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"631","0.5","1","0.05","2050","2050","4","448","113","0","0","13","0","0","0","6","0","0.013700976063053111","7.946566116570804","2.25182703886721","0.029017857142857144","0.017699115044247787","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.07692307692307693","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.8333333333333333","<RuntimePrimitiveException>","448","113","0","0","13","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"637","0.5","1","0.05","1738","1738","4","475","90","12","0","0","0","0","0","8","0","0.013023198767826951","7.6185712791787665","2.2177860874328794","0.01263157894736842","0.06666666666666667","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.25","<RuntimePrimitiveException>","475","90","12","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"636","0.5","1","0.05","2033","2033","4","573","55","1","0","1","0","0","0","0","0","0.010882875295164506","6.856211435953639","1.937276897581039","0.013961605584642234","0.05454545454545454","0","<RuntimePrimitiveException>","1","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","573","55","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"634","0.5","1","0.05","2459","2459","4","495","106","0","0","0","3","0","0","0","5","0.012565199171529486","7.652206295461457","2.428431112048369","0.020202020202020204","0.03773584905660377","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","495","106","0","0","0","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"621","0.5","1","0.05","3120","3120","4","455","129","15","0","0","0","5","0","0","0","0.013101120422239116","7.913076735032426","2.215032676412037","0.02857142857142857","0.007751937984496124","0.06666666666666667","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","455","129","15","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"577","0.4","1","0.25","10779","10779","4","0","164","32","15","0","0","0","119","0","0","0.04434347417842846","14.633346478881391","5.099342402823545","<RuntimePrimitiveException>","0.07317073170731707","0.15625","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.47058823529411764","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","164","32","15","0","0","0","119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"640","0.5","1","0.05","1773","1773","4","551","39","26","0","0","2","0","0","0","0","0.011271683937649763","6.965900673467553","2.1972854894157163","0.021778584392014518","0.02564102564102564","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","551","39","26","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"639","0.5","1","0.05","2387","2387","4","552","70","0","0","0","3","0","0","1","0","0.011547408334002049","7.228677617085283","2.058833227566846","0.02717391304347826","0.05714285714285714","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","552","70","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"626","0.5","1","0.05","4110","4110","4","564","37","28","0","4","0","0","0","0","0","0.011578874674459491","7.329427668932858","2.114392517171253","0.014184397163120567","0.02702702702702703","0.03571428571428571","<RuntimePrimitiveException>","0.5","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","564","37","28","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"638","0.5","1","0.05","3103","3103","4","484","104","4","0","17","0","0","0","0","0","0.012849374684858802","7.82526918307901","2.3565960213685013","0.024793388429752067","0.07692307692307693","0.25","<RuntimePrimitiveException>","0.4117647058823529","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","484","104","4","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"599","0.4","1","0.5","5515","5515","4","57","0","0","0","0","0","7","0","96","96","0.07803236981235086","19.97628667196182","7.41950400182457","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","1.2604166666666667","0.8854166666666666","57","0","0","0","0","0","7","0","96","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"597","0.4","1","0.5","7507","7507","4","0","140","0","0","0","0","0","8","3","142","0.06325676562521036","18.534232328186636","5.761092150170649","<RuntimePrimitiveException>","0.09285714285714286","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.875","0.6666666666666666","1.1338028169014085","0","140","0","0","0","0","0","8","3","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"641","0.5","1","0.1","4304","4304","4","88","67","174","88","0","0","0","0","0","0","0.02660428767979644","11.093987962475115","3.631416214033581","0.022727272727272728","0.23880597014925373","0.11494252873563218","0.1590909090909091","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","88","67","174","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"651","0.5","1","0.1","3530","3530","4","33","56","0","0","24","0","0","0","166","0","0.06400498306270352","17.857390274494282","5.763285123426221","0.030303030303030304","0.07142857142857142","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.16666666666666666","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.7771084337349398","<RuntimePrimitiveException>","33","56","0","0","24","0","0","0","166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"652","0.5","1","0.1","4051","4051","4","62","184","173","0","0","0","0","0","10","0","0.023980667545298116","10.287706376932892","3.8084918944094213","0","0.08152173913043478","0.16184971098265896","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.1","<RuntimePrimitiveException>","62","184","173","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"646","0.5","1","0.1","4167","4167","4","72","125","0","90","0","108","0","0","0","0","0.033810640634801124","13.355203050746443","4.1661515323327265","0.06944444444444445","0.216","<RuntimePrimitiveException>","0.2111111111111111","<RuntimePrimitiveException>","0.4444444444444444","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","72","125","0","90","0","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"591","0.4","1","0.5","10950","10950","5","114","0","0","30","0","50","68","0","75","0","0.05117917891192995","17.247383293320393","5.069893476832711","0.043859649122807015","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.5333333333333333","<RuntimePrimitiveException>","0.5","0.7941176470588235","<RuntimePrimitiveException>","0.52","<RuntimePrimitiveException>","114","0","0","30","0","50","68","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"647","0.5","1","0.1","5020","5020","4","40","24","0","104","0","165","0","0","0","0","0.04456441151469626","14.839949034393856","5.110402269926263","0.05","0.16666666666666666","<RuntimePrimitiveException>","0.3269230769230769","<RuntimePrimitiveException>","0.3939393939393939","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","40","24","0","104","0","165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"657","0.5","1","0.1","4366","4366","4","13","99","0","0","0","0","51","0","123","0","0.05937321723749744","16.980740129924268","5.020979020979021","0.15384615384615385","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.3333333333333333","<RuntimePrimitiveException>","0.7154471544715447","<RuntimePrimitiveException>","13","99","0","0","0","0","51","0","123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"648","0.5","1","0.1","5869","5869","4","0","23","0","0","3","13","0","0","0","186","0.09252540892032614","20.818217007073383","6.764444444444444","<RuntimePrimitiveException>","0.043478260869565216","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","0.7692307692307693","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.8279569892473119","0","23","0","0","3","13","0","0","0","186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"655","0.5","1","0.1","6718","6718","4","0","375","8","6","0","0","0","38","0","0","0.026218519366784133","11.195307769616825","3.826434188914976","<RuntimePrimitiveException>","0.128","0.375","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.3157894736842105","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","375","8","6","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"643","0.5","1","0.1","7413","7413","4","0","35","104","59","0","0","0","111","0","0","0.04994881351343232","15.434183375650587","5.052384049881029","<RuntimePrimitiveException>","0.08571428571428572","0.21153846153846154","0.13559322033898305","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.5405405405405406","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","35","104","59","0","0","0","111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"650","0.5","1","0.1","7388","7388","4","70","175","106","0","0","0","66","0","0","0","0.028016599933976646","11.682922172468261","3.766515904028856","0.05714285714285714","0.1657142857142857","0.07547169811320754","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.2727272727272727","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","70","175","106","0","0","0","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"654","0.5","1","0.1","7224","7224","4","0","100","254","5","33","0","0","0","0","0","0.029949015443814852","11.740014053975422","4.473781769593229","<RuntimePrimitiveException>","0.13","0.33070866141732286","0","0.06060606060606061","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","100","254","5","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"661","0.5","1","0.15","4335","4335","4","0","0","0","0","1","0","0","73","90","59","0.0931082802011564","20.763146484857877","8.567660467106078","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.4246575342465753","1.6222222222222222","0.7457627118644068","0","0","0","0","1","0","0","73","90","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"649","0.5","1","0.1","8039","8039","4","0","30","0","0","0","0","29","27","0","139","0.08263470678304606","18.592809026185364","6.972703792715957","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.3793103448275862","0.7037037037037037","<RuntimePrimitiveException>","0.9568345323741008","0","30","0","0","0","0","29","27","0","139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"656","0.5","1","0.1","7629","7629","4","32","0","35","0","10","0","207","0","0","0","0.05891322214975908","16.73135509053158","6.5129555473884535","0.15625","<RuntimePrimitiveException>","0.17142857142857143","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","0.6570048309178744","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","32","0","35","0","10","0","207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"663","0.5","1","0.15","5248","5248","4","0","0","0","0","6","0","25","0","14","174","0.09542276003664174","20.897584448024542","8.575830984672432","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","1.64","<RuntimePrimitiveException>","2.5","1.4252873563218391","0","0","0","0","6","0","25","0","14","174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"644","0.5","1","0.1","9077","9077","4","86","0","26","0","219","0","0","23","0","0","0.04067583974310779","14.399247269060156","4.953951453494016","0.011627906976744186","<RuntimePrimitiveException>","0.19230769230769232","<RuntimePrimitiveException>","0.5342465753424658","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.1304347826086956","<RuntimePrimitiveException>","<RuntimePrimitiveException>","86","0","26","0","219","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
